c1,sc1,synthetic_planet1_mtrue,synthetic_planet2_mtrue,synthetic_planet3_mtrue,synthetic_planet4_mtrue,synthetic_planet5_mtrue,synthetic_planet6_mtrue,synthetic_planet7_mtrue,synthetic_planet8_mtrue,synthetic_planet9_mtrue,synthetic_planet10_mtrue,synthetic_planet11_mtrue,synthetic_planet12_mtrue,synthetic_planet13_mtrue,synthetic_planet14_mtrue,synthetic_planet15_mtrue,synthetic_planet16_mtrue,synthetic_planet17_mtrue,synthetic_planet18_mtrue,synthetic_planet19_mtrue,synthetic_planet20_mtrue,weights,logz,logzerr
0.435144359,1.756816346,8.257906647,8.689072434,5.172432314,6.419769939,9.953374104,3.958123013,4.584579392,2.762993529,5.209800584,5.506296715,9.37258269,8.612468667,5.510113988,5.278541504,7.354543805,7.112595716,8.302188417,8.420197969,4.496914394,5.175219405,6.40E-21,-48.15578234,3.36E-11
0.21888044,1.895075196,9.275468259,7.903704891,6.000469187,6.162841602,9.047729085,4.585255472,4.594458425,2.472428888,5.18107551,5.894756963,9.379073338,9.442099499,4.742753606,5.180480479,6.960161162,7.444668244,8.294731647,8.535954818,4.796007247,5.211348334,6.80E-21,-47.93866023,3.74E-11
0.026365514,0.329139522,8.717707027,7.419422952,5.214452988,6.893780335,9.460708712,4.367955009,3.803305491,2.868038192,5.204716493,5.780455259,9.56127345,9.052816787,5.056198403,5.263540612,6.971283769,8.014630485,8.126026673,8.127881829,4.52152437,4.988316367,7.22E-21,-47.75033667,4.10E-11
0.78374607,1.982531371,9.39389923,8.392023006,5.289392416,6.384229252,9.490356257,4.515750466,3.97514232,2.764005257,4.629271327,6.176356843,8.426531437,9.93024383,5.062307096,4.464154489,7.162134287,7.609780706,8.551985702,8.236118559,4.816482568,5.549672939,7.90E-21,-47.57829749,4.46E-11
0.771331924,1.975027673,9.507701872,7.985184667,4.623083844,6.062125784,8.549048347,4.552735698,4.249955271,2.411178371,4.873835766,5.430579687,8.320021852,9.356914973,4.689905976,5.21634969,7.003414619,7.97236816,8.688761538,8.057932692,4.44679594,4.874433312,9.63E-21,-47.40207837,4.87E-11
0.628561714,1.827448151,8.753626387,7.193606542,5.396112825,6.117371175,9.50785543,4.365800699,3.750390748,2.632908984,4.635008734,5.189495244,8.923829199,10.39726189,5.224932904,4.316900662,7.0397997,8.286597557,8.608440261,8.292830517,4.452118485,5.779509215,1.08E-20,-47.23505229,5.28E-11
0.187380801,1.202969456,8.498141151,7.009450467,5.293231646,6.613471911,8.855076773,3.866487021,3.753808587,3.00764224,5.547928371,5.09826945,10.38403952,10.1286715,4.601795986,4.853945612,6.527073625,7.636245539,8.502127721,8.85382117,4.959595486,4.942374586,1.29E-20,-47.06639221,5.74E-11
0.811234251,1.783554153,7.978191138,7.579268782,5.328931997,5.863495738,8.680132927,4.494664023,3.503648464,2.821116027,5.202375902,6.134932388,9.617153251,10.10919568,4.994812771,5.42262704,6.820778628,8.596455758,8.171092437,8.834862595,4.650567633,5.477487451,1.79E-20,-46.87157709,6.31E-11
0.250177111,1.792628538,9.610822679,8.433458168,4.732487873,6.727659109,9.578711566,4.50816287,4.217500371,2.819913395,5.448823747,5.917193712,8.118529687,9.531968523,4.89329867,5.313499187,7.177148078,7.616866958,9.267228237,7.908394562,4.279968594,5.077391206,2.17E-20,-46.67721648,6.94E-11
0.915448704,1.729260667,8.390402957,8.243914417,5.309910907,6.335700365,8.311935416,4.103078149,4.405021801,2.72183185,5.095755177,5.416174197,8.35105102,8.567141415,5.638554763,5.281029438,7.330538702,7.877591707,8.320961476,7.669865521,4.396475095,5.322215872,2.32E-20,-46.50474526,7.55E-11
0.53093087,1.951892503,7.910491445,7.961580712,5.014712337,5.861234203,9.71271405,4.76521094,4.259173149,2.88140458,4.954332042,5.422641391,9.348166289,10.78328708,5.652459136,4.665148505,6.992299019,8.445593667,8.235030386,8.509138596,4.741364718,4.666463186,2.52E-20,-46.34547379,8.16E-11
0.327720555,1.914216448,8.390969494,7.370936953,5.382793582,6.115632312,8.949231844,4.673507825,3.846221585,2.775984672,4.539557072,5.348411661,9.614685877,9.706161518,4.744360028,4.689770202,5.665784013,7.867050314,8.388680796,8.322974097,4.54105015,4.913258853,2.75E-20,-46.19660395,8.78E-11
